group1,group2,meandiff,p-adj,lower,upper,reject,dashboard,grupo_comparado,interpretacion
AMAZONAS,ANTIOQUIA,205.9167,0.0,132.4104,279.423,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
AMAZONAS,ARAUCA,27.4167,0.9999,-46.0896,100.923,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,ATLANTICO,37.0833,0.9849,-36.423,110.5896,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,BOGOTA D.C.,61.0833,0.2803,-12.423,134.5896,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,BOLIVAR,40.9167,0.9498,-32.5896,114.423,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,BOYACA,17.4167,1.0,-56.0896,90.923,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,CALDAS,51.4167,0.6511,-22.0896,124.923,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,CAQUETA,24.45,1.0,-51.94,100.84,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,CASANARE,13.25,1.0,-60.2563,86.7563,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,CAUCA,21.4167,1.0,-52.0896,94.923,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,CESAR,47.85,0.8413,-28.54,124.24,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,CHOCO,5.75,1.0,-67.7563,79.2563,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,CORDOBA,16.4167,1.0,-57.0896,89.923,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,CUNDINAMARCA,69.05,0.1441,-7.34,145.44,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,GUAVIARE,3.85,1.0,-72.54,80.24,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,HUILA,32.9167,0.9974,-40.5896,106.423,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,LA GUAJIRA,20.4167,1.0,-53.0896,93.923,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,MAGDALENA,40.75,0.952,-32.7563,114.2563,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,META,37.25,0.984,-36.2563,110.7563,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,NARINO,29.9167,0.9995,-43.5896,103.423,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,NORTE DE SANTANDER,69.9167,0.0877,-3.5896,143.423,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,PUTUMAYO,22.65,1.0,-53.74,99.04,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,QUINDIO,22.05,1.0,-54.34,98.44,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,RISARALDA,51.0833,0.6644,-22.423,124.5896,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,SAN ANDRES ISLAS,-0.4167,1.0,-87.3905,86.5572,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,SANTANDER,39.75,0.9639,-33.7563,113.2563,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,SUCRE,16.05,1.0,-60.34,92.44,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,TOLIMA,35.9167,0.9903,-37.5896,109.423,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
AMAZONAS,VALLE DEL CAUCA,175.0833,0.0,101.577,248.5896,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
AMAZONAS,VICHADA,-0.75,1.0,-99.3691,97.8691,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ANTIOQUIA,ARAUCA,-178.5,0.0,-244.246,-112.754,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,ATLANTICO,-168.8333,0.0,-234.5794,-103.0873,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,BOGOTA D.C.,-144.8333,0.0,-210.5794,-79.0873,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,BOLIVAR,-165.0,0.0,-230.746,-99.254,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,BOYACA,-188.5,0.0,-254.246,-122.754,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,CALDAS,-154.5,0.0,-220.246,-88.754,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,CAQUETA,-181.4667,0.0,-250.4217,-112.5116,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,CASANARE,-192.6667,0.0,-258.4127,-126.9206,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,CAUCA,-184.5,0.0,-250.246,-118.754,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,CESAR,-158.0667,0.0,-227.0217,-89.1116,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,CHOCO,-200.1667,0.0,-265.9127,-134.4206,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,CORDOBA,-189.5,0.0,-255.246,-123.754,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,CUNDINAMARCA,-136.8667,0.0,-205.8217,-67.9116,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,GUAVIARE,-202.0667,0.0,-271.0217,-133.1116,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,HUILA,-173.0,0.0,-238.746,-107.254,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,LA GUAJIRA,-185.5,0.0,-251.246,-119.754,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,MAGDALENA,-165.1667,0.0,-230.9127,-99.4206,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,META,-168.6667,0.0,-234.4127,-102.9206,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,NARINO,-176.0,0.0,-241.746,-110.254,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,NORTE DE SANTANDER,-136.0,0.0,-201.746,-70.254,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,PUTUMAYO,-183.2667,0.0,-252.2217,-114.3116,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,QUINDIO,-183.8667,0.0,-252.8217,-114.9116,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,RISARALDA,-154.8333,0.0,-220.5794,-89.0873,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,SAN ANDRES ISLAS,-206.3333,0.0,-286.8555,-125.8112,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,SANTANDER,-166.1667,0.0,-231.9127,-100.4206,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,SUCRE,-189.8667,0.0,-258.8217,-120.9116,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,TOLIMA,-170.0,0.0,-235.746,-104.254,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ANTIOQUIA,VALLE DEL CAUCA,-30.8333,0.9946,-96.5794,34.9127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ANTIOQUIA,VICHADA,-206.6667,0.0,-299.6456,-113.6877,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ARAUCA,ATLANTICO,9.6667,1.0,-56.0794,75.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,BOGOTA D.C.,33.6667,0.9817,-32.0794,99.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,BOLIVAR,13.5,1.0,-52.246,79.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,BOYACA,-10.0,1.0,-75.746,55.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,CALDAS,24.0,0.9999,-41.746,89.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,CAQUETA,-2.9667,1.0,-71.9217,65.9884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,CASANARE,-14.1667,1.0,-79.9127,51.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,CAUCA,-6.0,1.0,-71.746,59.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,CESAR,20.4333,1.0,-48.5217,89.3884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,CHOCO,-21.6667,1.0,-87.4127,44.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,CORDOBA,-11.0,1.0,-76.746,54.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,CUNDINAMARCA,41.6333,0.8852,-27.3217,110.5884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,GUAVIARE,-23.5667,1.0,-92.5217,45.3884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,HUILA,5.5,1.0,-60.246,71.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,LA GUAJIRA,-7.0,1.0,-72.746,58.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,MAGDALENA,13.3333,1.0,-52.4127,79.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,META,9.8333,1.0,-55.9127,75.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,NARINO,2.5,1.0,-63.246,68.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,NORTE DE SANTANDER,42.5,0.7956,-23.246,108.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,PUTUMAYO,-4.7667,1.0,-73.7217,64.1884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,QUINDIO,-5.3667,1.0,-74.3217,63.5884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,RISARALDA,23.6667,0.9999,-42.0794,89.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,SAN ANDRES ISLAS,-27.8333,1.0,-108.3555,52.6888,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,SANTANDER,12.3333,1.0,-53.4127,78.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,SUCRE,-11.3667,1.0,-80.3217,57.5884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,TOLIMA,8.5,1.0,-57.246,74.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ARAUCA,VALLE DEL CAUCA,147.6667,0.0,81.9206,213.4127,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ARAUCA,VICHADA,-28.1667,1.0,-121.1456,64.8123,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,BOGOTA D.C.,24.0,0.9999,-41.746,89.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,BOLIVAR,3.8333,1.0,-61.9127,69.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,BOYACA,-19.6667,1.0,-85.4127,46.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,CALDAS,14.3333,1.0,-51.4127,80.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,CAQUETA,-12.6333,1.0,-81.5884,56.3217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,CASANARE,-23.8333,0.9999,-89.5794,41.9127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,CAUCA,-15.6667,1.0,-81.4127,50.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,CESAR,10.7667,1.0,-58.1884,79.7217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,CHOCO,-31.3333,0.9932,-97.0794,34.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,CORDOBA,-20.6667,1.0,-86.4127,45.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,CUNDINAMARCA,31.9667,0.9955,-36.9884,100.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,GUAVIARE,-33.2333,0.992,-102.1884,35.7217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,HUILA,-4.1667,1.0,-69.9127,61.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,LA GUAJIRA,-16.6667,1.0,-82.4127,49.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,MAGDALENA,3.6667,1.0,-62.0794,69.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,META,0.1667,1.0,-65.5794,65.9127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,NARINO,-7.1667,1.0,-72.9127,58.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,NORTE DE SANTANDER,32.8333,0.9869,-32.9127,98.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,PUTUMAYO,-14.4333,1.0,-83.3884,54.5217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,QUINDIO,-15.0333,1.0,-83.9884,53.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,RISARALDA,14.0,1.0,-51.746,79.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,SAN ANDRES ISLAS,-37.5,0.9952,-118.0221,43.0221,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,SANTANDER,2.6667,1.0,-63.0794,68.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,SUCRE,-21.0333,1.0,-89.9884,47.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,TOLIMA,-1.1667,1.0,-66.9127,64.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
ATLANTICO,VALLE DEL CAUCA,138.0,0.0,72.254,203.746,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
ATLANTICO,VICHADA,-37.8333,0.9995,-130.8123,55.1456,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,BOLIVAR,-20.1667,1.0,-85.9127,45.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,BOYACA,-43.6667,0.7506,-109.4127,22.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,CALDAS,-9.6667,1.0,-75.4127,56.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,CAQUETA,-36.6333,0.9708,-105.5884,32.3217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,CASANARE,-47.8333,0.5668,-113.5794,17.9127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,CAUCA,-39.6667,0.886,-105.4127,26.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,CESAR,-13.2333,1.0,-82.1884,55.7217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,CHOCO,-55.3333,0.2565,-121.0794,10.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,CORDOBA,-44.6667,0.7091,-110.4127,21.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,CUNDINAMARCA,7.9667,1.0,-60.9884,76.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,GUAVIARE,-57.2333,0.2825,-126.1884,11.7217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,HUILA,-28.1667,0.9987,-93.9127,37.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,LA GUAJIRA,-40.6667,0.8575,-106.4127,25.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,MAGDALENA,-20.3333,1.0,-86.0794,45.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,META,-23.8333,0.9999,-89.5794,41.9127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,NARINO,-31.1667,0.9937,-96.9127,34.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,NORTE DE SANTANDER,8.8333,1.0,-56.9127,74.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,PUTUMAYO,-38.4333,0.9491,-107.3884,30.5217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,QUINDIO,-39.0333,0.9397,-107.9884,29.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,RISARALDA,-10.0,1.0,-75.746,55.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,SAN ANDRES ISLAS,-61.5,0.4583,-142.0221,19.0221,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,SANTANDER,-21.3333,1.0,-87.0794,44.4127,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,SUCRE,-45.0333,0.7792,-113.9884,23.9217,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,TOLIMA,-25.1667,0.9998,-90.9127,40.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOGOTA D.C.,VALLE DEL CAUCA,114.0,0.0,48.254,179.746,True,Homicidios,departamento,La comparacion sugiere una diferencia significativa entre estos grupos.
BOGOTA D.C.,VICHADA,-61.8333,0.7483,-154.8123,31.1456,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,BOYACA,-23.5,1.0,-89.246,42.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,CALDAS,10.5,1.0,-55.246,76.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,CAQUETA,-16.4667,1.0,-85.4217,52.4884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,CASANARE,-27.6667,0.9991,-93.4127,38.0794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,CAUCA,-19.5,1.0,-85.246,46.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,CESAR,6.9333,1.0,-62.0217,75.8884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,CHOCO,-35.1667,0.9683,-100.9127,30.5794,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,CORDOBA,-24.5,0.9999,-90.246,41.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,CUNDINAMARCA,28.1333,0.9994,-40.8217,97.0884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,GUAVIARE,-37.0667,0.9664,-106.0217,31.8884,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,HUILA,-8.0,1.0,-73.746,57.746,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
BOLIVAR,LA GUAJIRA,-20.5,1.0,-86.246,45.246,False,Homicidios,departamento,No se detecta una diferencia significativa entre estos grupos.
